competition_name,season_name,competition_short,tournament_id,team,player,position,current_role,target_role,role_fit_score,role_fit_rank
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Sofyan Amrabat,Center Defensive Midfield,Tempo Controller,Balanced Role,76.85,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Tarik Tissoudali,Center Forward,Box Threat,Box Threat,98.38,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Tarik Tissoudali,Center Forward,Box Threat,Tempo Controller,32.15,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Tarik Tissoudali,Center Forward,Box Threat,Progressive Carrier,7.93,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Tarik Tissoudali,Center Forward,Box Threat,Pressing Player,40.53,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Tarik Tissoudali,Center Forward,Box Threat,Ball Winner,34.26,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Tarik Tissoudali,Center Forward,Box Threat,Balanced Role,39.89,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yahia Attiyat allah,Left Back,Balanced Role,Box Threat,20.04,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yahia Attiyat allah,Left Back,Balanced Role,Tempo Controller,61.03,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yahia Attiyat allah,Left Back,Balanced Role,Progressive Carrier,59.47,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yahia Attiyat allah,Left Back,Balanced Role,Pressing Player,12.78,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yahia Attiyat allah,Left Back,Balanced Role,Ball Winner,43.69,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yahia Attiyat allah,Left Back,Balanced Role,Balanced Role,38.39,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,Goalkeeper,Box Threat,20.04,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,Goalkeeper,Tempo Controller,57.04,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,Goalkeeper,Progressive Carrier,31.72,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,Goalkeeper,Pressing Player,6.61,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,Goalkeeper,Ball Winner,51.06,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yassine Bounou,Goalkeeper,Goalkeeper,Balanced Role,33.92,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,Box Threat,Box Threat,96.23,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,Box Threat,Tempo Controller,24.21,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,Box Threat,Progressive Carrier,11.01,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,Box Threat,Pressing Player,89.32,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,Box Threat,Ball Winner,53.3,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Youssef En-Nesyri,Center Forward,Box Threat,Balanced Role,58.52,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yunis Abdelhamid,Left Center Back,Tempo Controller,Box Threat,20.04,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yunis Abdelhamid,Left Center Back,Tempo Controller,Tempo Controller,90.94,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yunis Abdelhamid,Left Center Back,Tempo Controller,Progressive Carrier,91.85,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yunis Abdelhamid,Left Center Back,Tempo Controller,Pressing Player,22.91,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yunis Abdelhamid,Left Center Back,Tempo Controller,Ball Winner,22.18,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Yunis Abdelhamid,Left Center Back,Tempo Controller,Balanced Role,47.56,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,Pressing Player,Box Threat,71.66,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,Pressing Player,Tempo Controller,69.89,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,Pressing Player,Progressive Carrier,77.64,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,Pressing Player,Pressing Player,88.11,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,Pressing Player,Ball Winner,74.58,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Alfons Amade,Left Defensive Midfield,Pressing Player,Balanced Role,76.88,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Amade Momade,Right Wing,Balanced Role,Box Threat,20.04,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Amade Momade,Right Wing,Balanced Role,Tempo Controller,41.62,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Amade Momade,Right Wing,Balanced Role,Progressive Carrier,22.47,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Amade Momade,Right Wing,Balanced Role,Pressing Player,18.06,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Amade Momade,Right Wing,Balanced Role,Ball Winner,21.54,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Amade Momade,Right Wing,Balanced Role,Balanced Role,19.6,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Bruno Alberto Langa,Left Back,Balanced Role,Box Threat,72.69,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Bruno Alberto Langa,Left Back,Balanced Role,Tempo Controller,50.59,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Bruno Alberto Langa,Left Back,Balanced Role,Progressive Carrier,67.95,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Bruno Alberto Langa,Left Back,Balanced Role,Pressing Player,20.7,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Bruno Alberto Langa,Left Back,Balanced Role,Ball Winner,71.74,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Bruno Alberto Langa,Left Back,Balanced Role,Balanced Role,58.7,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Clésio Bauque,Center Attacking Midfield,Box Threat,Box Threat,81.3,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Clésio Bauque,Center Attacking Midfield,Box Threat,Tempo Controller,24.05,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Clésio Bauque,Center Attacking Midfield,Box Threat,Progressive Carrier,52.42,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Clésio Bauque,Center Attacking Midfield,Box Threat,Pressing Player,57.6,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Clésio Bauque,Center Attacking Midfield,Box Threat,Ball Winner,74.75,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Clésio Bauque,Center Attacking Midfield,Box Threat,Balanced Role,59.17,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Domingos João Macandza,Right Back,Balanced Role,Box Threat,61.88,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Domingos João Macandza,Right Back,Balanced Role,Tempo Controller,70.79,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Domingos João Macandza,Right Back,Balanced Role,Progressive Carrier,66.08,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Domingos João Macandza,Right Back,Balanced Role,Pressing Player,40.53,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Domingos João Macandza,Right Back,Balanced Role,Ball Winner,19.89,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Domingos João Macandza,Right Back,Balanced Role,Balanced Role,47.24,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,Tempo Controller,Box Threat,20.04,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,Tempo Controller,Tempo Controller,77.96,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,Tempo Controller,Progressive Carrier,88.88,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,Tempo Controller,Pressing Player,57.6,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,Tempo Controller,Ball Winner,39.68,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edmilson Gabriel Dove,Left Center Back,Tempo Controller,Balanced Role,55.18,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,Tempo Controller,Box Threat,46.12,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,Tempo Controller,Tempo Controller,90.93,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,Tempo Controller,Progressive Carrier,92.95,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,Tempo Controller,Pressing Player,28.63,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,Tempo Controller,Ball Winner,67.73,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Edson André Sitoe,Right Center Back,Tempo Controller,Balanced Role,63.74,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Elias Gaspar Pelembe,Center Attacking Midfield,Balanced Role,Box Threat,20.04,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Elias Gaspar Pelembe,Center Attacking Midfield,Balanced Role,Tempo Controller,29.58,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Elias Gaspar Pelembe,Center Attacking Midfield,Balanced Role,Progressive Carrier,38.77,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Elias Gaspar Pelembe,Center Attacking Midfield,Balanced Role,Pressing Player,28.63,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Elias Gaspar Pelembe,Center Attacking Midfield,Balanced Role,Ball Winner,16.51,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Elias Gaspar Pelembe,Center Attacking Midfield,Balanced Role,Balanced Role,25.11,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,Goalkeeper,Box Threat,20.04,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,Goalkeeper,Tempo Controller,63.01,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,Goalkeeper,Progressive Carrier,32.71,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,Goalkeeper,Pressing Player,3.08,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,Goalkeeper,Ball Winner,33.44,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ernan Alberto Siluane,Goalkeeper,Goalkeeper,Balanced Role,29.26,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Feliciano João Jone,Left Defensive Midfield,Balanced Role,Box Threat,54.17,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Feliciano João Jone,Left Defensive Midfield,Balanced Role,Tempo Controller,54.8,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Feliciano João Jone,Left Defensive Midfield,Balanced Role,Progressive Carrier,40.64,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Feliciano João Jone,Left Defensive Midfield,Balanced Role,Pressing Player,26.43,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Feliciano João Jone,Left Defensive Midfield,Balanced Role,Ball Winner,48.24,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Feliciano João Jone,Left Defensive Midfield,Balanced Role,Balanced Role,42.79,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,Box Threat,Box Threat,95.78,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,Box Threat,Tempo Controller,53.51,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,Box Threat,Progressive Carrier,71.48,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,Box Threat,Pressing Player,79.19,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,Box Threat,Ball Winner,59.03,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Geny Cipriano Catamo,Right Wing,Box Threat,Balanced Role,74.5,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,Box Threat,Box Threat,78.27,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,Box Threat,Tempo Controller,19.97,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,Box Threat,Progressive Carrier,31.28,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,Box Threat,Pressing Player,33.59,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,Box Threat,Ball Winner,17.53,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Gildo Lourenço Vilanculos,Left Midfield,Box Threat,Balanced Role,36.56,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,Progressive Carrier,Box Threat,61.65,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,Progressive Carrier,Tempo Controller,73.37,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,Progressive Carrier,Progressive Carrier,84.03,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,Progressive Carrier,Pressing Player,83.15,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,Progressive Carrier,Ball Winner,76.71,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Infren David da Conceição Matola,Right Back,Progressive Carrier,Balanced Role,77.31,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ivane Carminio Francisco Urrubal,Goalkeeper,Goalkeeper,Box Threat,20.04,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ivane Carminio Francisco Urrubal,Goalkeeper,Goalkeeper,Tempo Controller,58.74,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ivane Carminio Francisco Urrubal,Goalkeeper,Goalkeeper,Progressive Carrier,16.08,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ivane Carminio Francisco Urrubal,Goalkeeper,Goalkeeper,Pressing Player,3.08,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ivane Carminio Francisco Urrubal,Goalkeeper,Goalkeeper,Ball Winner,33.44,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ivane Carminio Francisco Urrubal,Goalkeeper,Goalkeeper,Balanced Role,22.69,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,João José Jone Bonde,Right Center Forward,Balanced Role,Box Threat,20.04,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,João José Jone Bonde,Right Center Forward,Balanced Role,Tempo Controller,1.35,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,João José Jone Bonde,Right Center Forward,Balanced Role,Progressive Carrier,2.53,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,João José Jone Bonde,Right Center Forward,Balanced Role,Pressing Player,12.78,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,João José Jone Bonde,Right Center Forward,Balanced Role,Ball Winner,4.99,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,João José Jone Bonde,Right Center Forward,Balanced Role,Balanced Role,7.78,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,Balanced Role,Box Threat,53.08,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,Balanced Role,Tempo Controller,18.18,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,Balanced Role,Progressive Carrier,16.08,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,Balanced Role,Pressing Player,28.63,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,Balanced Role,Ball Winner,23.72,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Pachoio Lau Há King,Center Forward,Balanced Role,Balanced Role,28.86,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,Tempo Controller,Box Threat,65.97,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,Tempo Controller,Tempo Controller,84.76,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,Tempo Controller,Progressive Carrier,83.15,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,Tempo Controller,Pressing Player,53.19,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,Tempo Controller,Ball Winner,79.87,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Reinildo Isnard Mandava,Left Back,Tempo Controller,Balanced Role,73.8,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,Progressive Carrier,Box Threat,20.04,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,Progressive Carrier,Tempo Controller,74.87,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,Progressive Carrier,Progressive Carrier,83.15,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,Progressive Carrier,Pressing Player,99.56,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,Progressive Carrier,Ball Winner,82.64,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Ricardo Martins Guimarães,Center Attacking Midfield,Progressive Carrier,Balanced Role,72.97,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Shaquille Momad Nangy,Right Defensive Midfield,Balanced Role,Box Threat,20.04,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Shaquille Momad Nangy,Right Defensive Midfield,Balanced Role,Tempo Controller,38.21,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Shaquille Momad Nangy,Right Defensive Midfield,Balanced Role,Progressive Carrier,7.93,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Shaquille Momad Nangy,Right Defensive Midfield,Balanced Role,Pressing Player,3.08,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Shaquille Momad Nangy,Right Defensive Midfield,Balanced Role,Ball Winner,4.99,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Shaquille Momad Nangy,Right Defensive Midfield,Balanced Role,Balanced Role,8.99,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Stanley Ratifo,Center Forward,Balanced Role,Box Threat,20.04,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Stanley Ratifo,Center Forward,Balanced Role,Tempo Controller,13.89,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Stanley Ratifo,Center Forward,Balanced Role,Progressive Carrier,16.08,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Stanley Ratifo,Center Forward,Balanced Role,Pressing Player,44.49,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Stanley Ratifo,Center Forward,Balanced Role,Ball Winner,19.52,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Stanley Ratifo,Center Forward,Balanced Role,Balanced Role,21.33,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,Box Threat,Box Threat,80.85,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,Box Threat,Tempo Controller,37.08,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,Box Threat,Progressive Carrier,50.0,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,Box Threat,Pressing Player,57.6,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,Box Threat,Ball Winner,47.0,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Witiness Chimoio João Quembo,Left Wing,Box Threat,Balanced Role,55.18,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,Pressing Player,Box Threat,63.48,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,Pressing Player,Tempo Controller,35.03,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,Pressing Player,Progressive Carrier,47.03,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,Pressing Player,Pressing Player,89.76,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,Pressing Player,Ball Winner,86.23,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Absalom Iimbondi,Right Midfield,Pressing Player,Balanced Role,67.44,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,Pressing Player,Box Threat,53.71,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,Pressing Player,Tempo Controller,60.19,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,Pressing Player,Progressive Carrier,55.95,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,Pressing Player,Pressing Player,91.74,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,Pressing Player,Ball Winner,95.68,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Aprocious Petrus,Center Defensive Midfield,Pressing Player,Balanced Role,74.25,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,Box Threat,Box Threat,81.57,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,Box Threat,Tempo Controller,53.49,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,Box Threat,Progressive Carrier,74.67,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,Box Threat,Pressing Player,44.49,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,Box Threat,Ball Winner,95.93,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Deon Hotto Kavendji,Left Midfield,Box Threat,Balanced Role,74.91,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Joslin Kamatuka,Right Back,Balanced Role,Box Threat,20.04,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Joslin Kamatuka,Right Back,Balanced Role,Tempo Controller,8.49,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Joslin Kamatuka,Right Back,Balanced Role,Progressive Carrier,16.08,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Joslin Kamatuka,Right Back,Balanced Role,Pressing Player,22.91,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Joslin Kamatuka,Right Back,Balanced Role,Ball Winner,43.69,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Joslin Kamatuka,Right Back,Balanced Role,Balanced Role,22.9,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,Box Threat,Box Threat,78.09,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,Box Threat,Tempo Controller,61.97,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,Box Threat,Progressive Carrier,67.95,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,Box Threat,Pressing Player,79.19,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,Box Threat,Ball Winner,76.48,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Kennedy Amutenya,Right Center Back,Box Threat,Balanced Role,76.97,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lloyd Junior Kazapua,Goalkeeper,Goalkeeper,Box Threat,20.04,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lloyd Junior Kazapua,Goalkeeper,Goalkeeper,Tempo Controller,55.97,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lloyd Junior Kazapua,Goalkeeper,Goalkeeper,Progressive Carrier,53.63,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lloyd Junior Kazapua,Goalkeeper,Goalkeeper,Pressing Player,3.08,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Lloyd Junior Kazapua,Goalkeeper,Goalkeeper,Ball Winner,87.3,1.0
