competition_name,season_name,competition_short,tournament_id,team,similar_competition_name,similar_season_name,similar_competition_short,similar_tournament_id,similar_team,similarity_score,similarity_rank
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,74.63,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,83.63,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,60.36,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,78.89,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,Copa America,2024,Copa América,Copa América_2024,Canada,75.61,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,Copa America,2024,Copa América,Copa América_2024,Mexico,69.27,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,Copa America,2024,Copa América,Copa América_2024,Uruguay,87.62,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,Copa America,2024,Copa América,Copa América_2024,Venezuela,91.97,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,FIFA World Cup,2022,World Cup,World Cup_2022,Germany,67.61,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,FIFA World Cup,2022,World Cup,World Cup_2022,Japan,61.2,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,74.63,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,71.35,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,71.17,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,56.28,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,Copa America,2024,Copa América,Copa América_2024,Canada,82.68,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,Copa America,2024,Copa América,Copa América_2024,Ecuador,56.61,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,Copa America,2024,Copa América,Copa América_2024,Uruguay,80.69,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,Copa America,2024,Copa América,Copa América_2024,Venezuela,65.1,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,FIFA World Cup,2022,World Cup,World Cup_2022,Germany,51.2,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,UEFA Euro,2024,Euro,Euro_2024,Czech Republic,56.03,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,African Cup of Nations,2023,AFCON,AFCON_2023,Algeria,77.04,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,83.22,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,76.16,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,Copa America,2024,Copa América,Copa América_2024,Argentina,75.73,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,FIFA World Cup,2022,World Cup,World Cup_2022,Brazil,86.47,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,FIFA World Cup,2022,World Cup,World Cup_2022,France,72.54,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,FIFA World Cup,2022,World Cup,World Cup_2022,Germany,84.32,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,UEFA Euro,2024,Euro,Euro_2024,France,86.15,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,UEFA Euro,2024,Euro,Euro_2024,Germany,80.18,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,UEFA Euro,2024,Euro,Euro_2024,Spain,74.02,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,83.63,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,83.22,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,77.26,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,Copa America,2024,Copa América,Copa América_2024,Uruguay,71.7,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,FIFA World Cup,2022,World Cup,World Cup_2022,Argentina,82.79,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,FIFA World Cup,2022,World Cup,World Cup_2022,Brazil,89.28,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,FIFA World Cup,2022,World Cup,World Cup_2022,France,79.2,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,FIFA World Cup,2022,World Cup,World Cup_2022,Germany,92.19,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,UEFA Euro,2024,Euro,Euro_2024,Germany,73.04,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,UEFA Euro,2024,Euro,Euro_2024,Spain,73.62,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Burkina Faso,69.96,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,66.72,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,65.24,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,57.55,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,65.93,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,Copa America,2024,Copa América,Copa América_2024,Ecuador,73.32,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Iran,73.1,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,56.83,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,62.94,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,UEFA Euro,2024,Euro,Euro_2024,Czech Republic,66.79,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,African Cup of Nations,2023,AFCON,AFCON_2023,Burkina Faso,57.37,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,56.98,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,68.1,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,Copa America,2024,Copa América,Copa América_2024,Ecuador,55.39,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,Copa America,2024,Copa América,Copa América_2024,Peru,67.64,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,Copa America,2024,Copa América,Copa América_2024,United States,75.46,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,FIFA World Cup,2022,World Cup,World Cup_2022,Senegal,67.08,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,UEFA Euro,2024,Euro,Euro_2024,Czech Republic,63.87,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,UEFA Euro,2024,Euro,Euro_2024,Poland,63.98,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,UEFA Euro,2024,Euro,Euro_2024,Romania,73.01,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,African Cup of Nations,2023,AFCON,AFCON_2023,Angola,89.02,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,African Cup of Nations,2023,AFCON,AFCON_2023,Burkina Faso,69.02,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,66.72,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,66.9,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,Copa America,2024,Copa América,Copa América_2024,Costa Rica,75.99,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,FIFA World Cup,2022,World Cup,World Cup_2022,Costa Rica,69.71,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,FIFA World Cup,2022,World Cup,World Cup_2022,Iran,63.42,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,UEFA Euro,2024,Euro,Euro_2024,Georgia,67.84,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,UEFA Euro,2024,Euro,Euro_2024,Hungary,64.95,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,UEFA Euro,2024,Euro,Euro_2024,Slovenia,62.01,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Cameroon,78.8,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,91.22,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,68.8,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,87.77,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Cameroon,78.23,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,92.27,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,87.16,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,FIFA World Cup,2022,World Cup,World Cup_2022,Wales,78.0,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,UEFA Euro,2024,Euro,Euro_2024,Scotland,86.18,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,UEFA Euro,2024,Euro,Euro_2024,Serbia,86.58,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,64.12,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,61.33,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,82.82,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,Copa America,2024,Copa América,Copa América_2024,Peru,68.83,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,FIFA World Cup,2022,World Cup,World Cup_2022,Cameroon,63.27,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,76.87,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,60.64,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,UEFA Euro,2024,Euro,Euro_2024,Romania,57.73,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,UEFA Euro,2024,Euro,Euro_2024,Scotland,68.22,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,UEFA Euro,2024,Euro,Euro_2024,Serbia,69.52,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,62.71,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,FIFA World Cup,2022,World Cup,World Cup_2022,Argentina,53.81,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,FIFA World Cup,2022,World Cup,World Cup_2022,Croatia,68.29,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,FIFA World Cup,2022,World Cup,World Cup_2022,Netherlands,51.18,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,UEFA Euro,2024,Euro,Euro_2024,Austria,79.2,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,UEFA Euro,2024,Euro,Euro_2024,Croatia,77.68,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,UEFA Euro,2024,Euro,Euro_2024,Portugal,48.38,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,UEFA Euro,2024,Euro,Euro_2024,Slovakia,54.42,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,UEFA Euro,2024,Euro,Euro_2024,Spain,50.51,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mali,UEFA Euro,2024,Euro,Euro_2024,Switzerland,66.8,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,65.24,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,67.81,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Copa America,2024,Copa América,Copa América_2024,Ecuador,85.0,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,Copa America,2024,Copa América,Copa América_2024,Paraguay,70.39,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,FIFA World Cup,2022,World Cup,World Cup_2022,Iran,73.66,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,FIFA World Cup,2022,World Cup,World Cup_2022,Japan,65.76,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,UEFA Euro,2024,Euro,Euro_2024,Albania,65.65,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,UEFA Euro,2024,Euro,Euro_2024,Czech Republic,83.78,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,UEFA Euro,2024,Euro,Euro_2024,Poland,66.51,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,UEFA Euro,2024,Euro,Euro_2024,Slovenia,64.94,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,African Cup of Nations,2023,AFCON,AFCON_2023,Algeria,89.42,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,76.16,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Copa America,2024,Copa América,Copa América_2024,Argentina,82.62,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Copa America,2024,Copa América,Copa América_2024,Brazil,67.71,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Copa America,2024,Copa América,Copa América_2024,Colombia,69.12,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,Copa America,2024,Copa América,Copa América_2024,Panama,77.73,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,FIFA World Cup,2022,World Cup,World Cup_2022,England,71.5,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,FIFA World Cup,2022,World Cup,World Cup_2022,Portugal,71.64,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,UEFA Euro,2024,Euro,Euro_2024,France,82.23,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,UEFA Euro,2024,Euro,Euro_2024,Netherlands,86.22,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,African Cup of Nations,2023,AFCON,AFCON_2023,Burkina Faso,75.62,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,57.55,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,44.74,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Copa America,2024,Copa América,Copa América_2024,Colombia,45.66,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Copa America,2024,Copa América,Copa América_2024,Panama,69.16,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,Copa America,2024,Copa América,Copa América_2024,United States,59.04,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,FIFA World Cup,2022,World Cup,World Cup_2022,Poland,45.22,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,44.07,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,FIFA World Cup,2022,World Cup,World Cup_2022,Switzerland,53.8,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Mozambique,UEFA Euro,2024,Euro,Euro_2024,Netherlands,53.9,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,African Cup of Nations,2023,AFCON,AFCON_2023,Angola,86.18,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,African Cup of Nations,2023,AFCON,AFCON_2023,Ghana,66.9,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,65.6,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Copa America,2024,Copa América,Copa América_2024,Chile,73.14,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,Copa America,2024,Copa América,Copa América_2024,Costa Rica,78.51,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,FIFA World Cup,2022,World Cup,World Cup_2022,Morocco,78.92,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,FIFA World Cup,2022,World Cup,World Cup_2022,Saudi Arabia,70.18,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,UEFA Euro,2024,Euro,Euro_2024,Hungary,89.03,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,UEFA Euro,2024,Euro,Euro_2024,Slovakia,84.43,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Namibia,UEFA Euro,2024,Euro,Euro_2024,Slovenia,93.16,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,African Cup of Nations,2023,AFCON,AFCON_2023,Burkina Faso,63.35,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,African Cup of Nations,2023,AFCON,AFCON_2023,Congo DR,71.17,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,African Cup of Nations,2023,AFCON,AFCON_2023,Equatorial Guinea,65.93,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,African Cup of Nations,2023,AFCON,AFCON_2023,Gambia,68.1,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,African Cup of Nations,2023,AFCON,AFCON_2023,Mauritania,67.81,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Copa America,2024,Copa América,Copa América_2024,Canada,63.83,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Copa America,2024,Copa América,Copa América_2024,Ecuador,85.94,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,Copa America,2024,Copa América,Copa América_2024,Uruguay,60.86,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,FIFA World Cup,2022,World Cup,World Cup_2022,Iran,71.27,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Nigeria,UEFA Euro,2024,Euro,Euro_2024,Czech Republic,82.44,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,60.36,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,61.07,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,57.16,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,Copa America,2024,Copa América,Copa América_2024,Colombia,56.25,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,Copa America,2024,Copa América,Copa América_2024,Uruguay,73.88,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,FIFA World Cup,2022,World Cup,World Cup_2022,Argentina,54.41,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,FIFA World Cup,2022,World Cup,World Cup_2022,France,52.12,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,UEFA Euro,2024,Euro,Euro_2024,Austria,68.17,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,UEFA Euro,2024,Euro,Euro_2024,Spain,52.81,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Senegal,UEFA Euro,2024,Euro,Euro_2024,Switzerland,70.89,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,African Cup of Nations,2023,AFCON,AFCON_2023,Cape Verde Islands,78.89,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,African Cup of Nations,2023,AFCON,AFCON_2023,Egypt,77.26,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,African Cup of Nations,2023,AFCON,AFCON_2023,Mali,62.71,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,Copa America,2024,Copa América,Copa América_2024,Brazil,62.36,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,Copa America,2024,Copa América,Copa América_2024,Canada,67.47,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,Copa America,2024,Copa América,Copa América_2024,Venezuela,71.77,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,FIFA World Cup,2022,World Cup,World Cup_2022,Argentina,73.54,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,FIFA World Cup,2022,World Cup,World Cup_2022,Croatia,62.14,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,UEFA Euro,2024,Euro,Euro_2024,Croatia,68.73,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,South Africa,UEFA Euro,2024,Euro,Euro_2024,Portugal,64.58,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,African Cup of Nations,2023,AFCON,AFCON_2023,Cameroon,86.49,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,91.22,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,82.27,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,Copa America,2024,Copa América,Copa América_2024,Bolivia,85.56,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,Copa America,2024,Copa América,Copa América_2024,Chile,76.06,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,FIFA World Cup,2022,World Cup,World Cup_2022,Cameroon,86.2,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,83.8,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,FIFA World Cup,2022,World Cup,World Cup_2022,Wales,75.16,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,UEFA Euro,2024,Euro,Euro_2024,Scotland,79.91,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,UEFA Euro,2024,Euro,Euro_2024,Serbia,88.27,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,African Cup of Nations,2023,AFCON,AFCON_2023,Cameroon,79.88,8.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,82.27,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,Copa America,2024,Copa América,Copa América_2024,Bolivia,94.84,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,Copa America,2024,Copa América,Copa América_2024,Chile,96.41,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,Copa America,2024,Copa América,Copa América_2024,Costa Rica,85.96,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,FIFA World Cup,2022,World Cup,World Cup_2022,Australia,79.33,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,FIFA World Cup,2022,World Cup,World Cup_2022,Cameroon,91.86,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,FIFA World Cup,2022,World Cup,World Cup_2022,Costa Rica,81.09,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,FIFA World Cup,2022,World Cup,World Cup_2022,Wales,80.91,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Tunisia,UEFA Euro,2024,Euro,Euro_2024,Scotland,76.79,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,African Cup of Nations,2023,AFCON,AFCON_2023,Guinea,87.77,4.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,African Cup of Nations,2023,AFCON,AFCON_2023,Guinea-Bissau,82.82,5.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,African Cup of Nations,2023,AFCON,AFCON_2023,Tanzania,74.35,9.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,FIFA World Cup,2022,World Cup,World Cup_2022,Cameroon,74.55,7.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,FIFA World Cup,2022,World Cup,World Cup_2022,Poland,72.15,10.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,FIFA World Cup,2022,World Cup,World Cup_2022,Qatar,89.61,1.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,FIFA World Cup,2022,World Cup,World Cup_2022,Serbia,88.22,3.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,FIFA World Cup,2022,World Cup,World Cup_2022,Wales,77.47,6.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,UEFA Euro,2024,Euro,Euro_2024,Scotland,88.39,2.0
African Cup of Nations,2023,AFCON,AFCON_2023,Zambia,UEFA Euro,2024,Euro,Euro_2024,Serbia,74.51,8.0
Copa America,2024,Copa América,Copa América_2024,Argentina,African Cup of Nations,2023,AFCON,AFCON_2023,Algeria,77.34,7.0
Copa America,2024,Copa América,Copa América_2024,Argentina,African Cup of Nations,2023,AFCON,AFCON_2023,Côte d'Ivoire,75.73,9.0
Copa America,2024,Copa América,Copa América_2024,Argentina,African Cup of Nations,2023,AFCON,AFCON_2023,Morocco,82.62,3.0
Copa America,2024,Copa América,Copa América_2024,Argentina,Copa America,2024,Copa América,Copa América_2024,Brazil,95.95,1.0
