match_id,match_date,kick_off,competition_name,season_name,competition_stage,home_team,away_team,home_score,away_score,stadium,referee,match_label,home_result,away_result,competition_short,tournament_id
3857291,2022-11-23,16:00:00.000,FIFA World Cup,2022,Group Stage,Spain,Costa Rica,7,0,Al Thumama Stadium,,2022-11-23 | Spain 7-0 Costa Rica,Win,Loss,World Cup,World Cup_2022
3857281,2022-11-27,16:00:00.000,FIFA World Cup,2022,Group Stage,Croatia,Canada,4,1,Sheikh Khalifa International Stadium,Andrés Matonte,2022-11-27 | Croatia 4-1 Canada,Win,Loss,World Cup,World Cup_2022
3857280,2022-12-02,19:00:00.000,FIFA World Cup,2022,Group Stage,Cameroon,Brazil,1,0,Lusail Stadium,Ismail Elfath,2022-12-02 | Cameroon 1-0 Brazil,Win,Loss,World Cup,World Cup_2022
3857279,2022-11-22,19:00:00.000,FIFA World Cup,2022,Group Stage,France,Australia,4,1,Al Janoub Stadium   ,Victor Miguel de Freitas Gomes,2022-11-22 | France 4-1 Australia,Win,Loss,World Cup,World Cup_2022
3857262,2022-12-02,15:00:00.000,FIFA World Cup,2022,Group Stage,South Korea,Portugal,2,1,Education City Stadium ,Facundo Tello Figueroa,2022-12-02 | South Korea 2-1 Portugal,Win,Loss,World Cup,World Cup_2022
3930166,2024-06-18,19:00:00.000,UEFA Euro,2024,Group Stage,Portugal,Czech Republic,2,1,Red Bull Arena,Marco Guida,2024-06-18 | Portugal 2-1 Czech Republic,Win,Loss,Euro,Euro_2024
3930159,2024-06-15,13:00:00.000,UEFA Euro,2024,Group Stage,Hungary,Switzerland,1,3,RheinEnergieStadion,Slavko Vinčić,2024-06-15 | Hungary 1-3 Switzerland,Loss,Win,Euro,Euro_2024
3930163,2024-06-16,19:00:00.000,UEFA Euro,2024,Group Stage,Serbia,England,0,1,VELTINS-Arena,Daniele Orsato,2024-06-16 | Serbia 0-1 England,Loss,Win,Euro,Euro_2024
3930181,2024-06-25,19:00:00.000,UEFA Euro,2024,Group Stage,England,Slovenia,0,0,RheinEnergieStadion,Clément Turpin,2024-06-25 | England 0-0 Slovenia,Draw,Draw,Euro,Euro_2024
3930178,2024-06-24,19:00:00.000,UEFA Euro,2024,Group Stage,Croatia,Italy,1,1,Red Bull Arena,Danny Desmond Makkelie,2024-06-24 | Croatia 1-1 Italy,Draw,Draw,Euro,Euro_2024
3930160,2024-06-15,16:00:00.000,UEFA Euro,2024,Group Stage,Spain,Croatia,3,0,Olympiastadion Berlin,Michael Oliver,2024-06-15 | Spain 3-0 Croatia,Win,Loss,Euro,Euro_2024
3938643,2024-06-25,16:00:00.000,UEFA Euro,2024,Group Stage,France,Poland,1,1,Signal-Iduna-Park,Marco Guida,2024-06-25 | France 1-1 Poland,Draw,Draw,Euro,Euro_2024
3938641,2024-06-21,16:00:00.000,UEFA Euro,2024,Group Stage,Poland,Austria,1,3,Olympiastadion Berlin,Halil Umut Meler,2024-06-21 | Poland 1-3 Austria,Loss,Win,Euro,Euro_2024
3938642,2024-06-22,13:00:00.000,UEFA Euro,2024,Group Stage,Georgia,Czech Republic,1,1,Volksparkstadion,Daniel Siebert,2024-06-22 | Georgia 1-1 Czech Republic,Draw,Draw,Euro,Euro_2024
3938639,2024-06-18,16:00:00.000,UEFA Euro,2024,Group Stage,Turkey,Georgia,3,1,Signal-Iduna-Park,Facundo Tello Figueroa,2024-06-18 | Turkey 3-1 Georgia,Win,Loss,Euro,Euro_2024
3938637,2024-06-16,13:00:00.000,UEFA Euro,2024,Group Stage,Poland,Netherlands,1,2,Volksparkstadion,Artur Manuel Ribeiro Soares Dias,2024-06-16 | Poland 1-2 Netherlands,Loss,Win,Euro,Euro_2024
3938644,2024-06-26,19:00:00.000,UEFA Euro,2024,Group Stage,Georgia,Portugal,2,0,VELTINS-Arena,Sandro Schärer,2024-06-26 | Georgia 2-0 Portugal,Win,Loss,Euro,Euro_2024
3941019,2024-07-01,16:00:00.000,UEFA Euro,2024,Round of 16,France,Belgium,1,0,Merkur Spiel-Arena,Glenn Nyberg,2024-07-01 | France 1-0 Belgium,Win,Loss,Euro,Euro_2024
3942227,2024-07-06,16:00:00.000,UEFA Euro,2024,Quarter-finals,England,Switzerland,1,1,Merkur Spiel-Arena,Daniele Orsato,2024-07-06 | England 1-1 Switzerland,Draw,Draw,Euro,Euro_2024
3930174,2024-06-22,16:00:00.000,UEFA Euro,2024,Group Stage,Turkey,Portugal,0,3,Signal-Iduna-Park,Felix Zwayer,2024-06-22 | Turkey 0-3 Portugal,Loss,Win,Euro,Euro_2024
3930176,2024-06-23,19:00:00.000,UEFA Euro,2024,Group Stage,Switzerland,Germany,1,1,Deutsche Bank Park,Daniele Orsato,2024-06-23 | Switzerland 1-1 Germany,Draw,Draw,Euro,Euro_2024
3930169,2024-06-19,19:00:00.000,UEFA Euro,2024,Group Stage,Scotland,Switzerland,1,1,RheinEnergieStadion,Ivan Kružliak,2024-06-19 | Scotland 1-1 Switzerland,Draw,Draw,Euro,Euro_2024
3942819,2024-07-10,19:00:00.000,UEFA Euro,2024,Semi-finals,Netherlands,England,1,2,Signal-Iduna-Park,Felix Zwayer,2024-07-10 | Netherlands 1-2 England,Loss,Win,Euro,Euro_2024
3943043,2024-07-14,19:00:00.000,UEFA Euro,2024,Final,Spain,England,2,1,Olympiastadion Berlin,François Letexier,2024-07-14 | Spain 2-1 England,Win,Loss,Euro,Euro_2024
3942752,2024-07-09,19:00:00.000,UEFA Euro,2024,Semi-finals,Spain,France,2,1,Allianz Arena,Slavko Vinčić,2024-07-09 | Spain 2-1 France,Win,Loss,Euro,Euro_2024
3942382,2024-07-06,19:00:00.000,UEFA Euro,2024,Quarter-finals,Netherlands,Turkey,2,1,Olympiastadion Berlin,Clément Turpin,2024-07-06 | Netherlands 2-1 Turkey,Win,Loss,Euro,Euro_2024
3942349,2024-07-05,19:00:00.000,UEFA Euro,2024,Quarter-finals,Portugal,France,0,0,Volksparkstadion,Michael Oliver,2024-07-05 | Portugal 0-0 France,Draw,Draw,Euro,Euro_2024
3930180,2024-06-25,16:00:00.000,UEFA Euro,2024,Group Stage,Netherlands,Austria,2,3,Olympiastadion Berlin,Ivan Kružliak,2024-06-25 | Netherlands 2-3 Austria,Loss,Win,Euro,Euro_2024
3930171,2024-06-20,16:00:00.000,UEFA Euro,2024,Group Stage,Denmark,England,1,1,Deutsche Bank Park,Artur Manuel Ribeiro Soares Dias,2024-06-20 | Denmark 1-1 England,Draw,Draw,Euro,Euro_2024
3942226,2024-07-05,16:00:00.000,UEFA Euro,2024,Quarter-finals,Spain,Germany,2,1,MHPArena,Anthony Taylor,2024-07-05 | Spain 2-1 Germany,Win,Loss,Euro,Euro_2024
3938645,2024-06-26,16:00:00.000,UEFA Euro,2024,Group Stage,Ukraine,Belgium,0,0,MHPArena,Anthony Taylor,2024-06-26 | Ukraine 0-0 Belgium,Draw,Draw,Euro,Euro_2024
3930184,2024-06-26,22:00:00.000,UEFA Euro,2024,Group Stage,Czech Republic,Turkey,1,2,Volksparkstadion,István Kovács,2024-06-26 | Czech Republic 1-2 Turkey,Loss,Win,Euro,Euro_2024
3941022,2024-07-02,19:00:00.000,UEFA Euro,2024,Round of 16,Austria,Turkey,1,2,Red Bull Arena,Artur Manuel Ribeiro Soares Dias,2024-07-02 | Austria 1-2 Turkey,Loss,Win,Euro,Euro_2024
3941021,2024-07-02,16:00:00.000,UEFA Euro,2024,Round of 16,Romania,Netherlands,0,3,Allianz Arena,Felix Zwayer,2024-07-02 | Romania 0-3 Netherlands,Loss,Win,Euro,Euro_2024
3941020,2024-07-01,19:00:00.000,UEFA Euro,2024,Round of 16,Portugal,Slovenia,0,0,Deutsche Bank Park,Daniele Orsato,2024-07-01 | Portugal 0-0 Slovenia,Draw,Draw,Euro,Euro_2024
3941018,2024-06-30,19:00:00.000,UEFA Euro,2024,Round of 16,Spain,Georgia,4,1,RheinEnergieStadion,François Letexier,2024-06-30 | Spain 4-1 Georgia,Win,Loss,Euro,Euro_2024
3941017,2024-06-30,16:00:00.000,UEFA Euro,2024,Round of 16,England,Slovakia,2,1,VELTINS-Arena,Halil Umut Meler,2024-06-30 | England 2-1 Slovakia,Win,Loss,Euro,Euro_2024
3930179,2024-06-24,19:00:00.000,UEFA Euro,2024,Group Stage,Albania,Spain,0,1,Merkur Spiel-Arena,Glenn Nyberg,2024-06-24 | Albania 0-1 Spain,Loss,Win,Euro,Euro_2024
3940983,2024-06-29,19:00:00.000,UEFA Euro,2024,Round of 16,Germany,Denmark,2,0,Signal-Iduna-Park,Michael Oliver,2024-06-29 | Germany 2-0 Denmark,Win,Loss,Euro,Euro_2024
3940878,2024-06-29,16:00:00.000,UEFA Euro,2024,Round of 16,Switzerland,Italy,2,0,Olympiastadion Berlin,Szymon Marciniak,2024-06-29 | Switzerland 2-0 Italy,Win,Loss,Euro,Euro_2024
3930177,2024-06-23,19:00:00.000,UEFA Euro,2024,Group Stage,Scotland,Hungary,0,1,MHPArena,Facundo Tello Figueroa,2024-06-23 | Scotland 0-1 Hungary,Loss,Win,Euro,Euro_2024
3930173,2024-06-21,19:00:00.000,UEFA Euro,2024,Group Stage,Netherlands,France,0,0,Trainingszentrum RB Leipzig Platz 1,Anthony Taylor,2024-06-21 | Netherlands 0-0 France,Draw,Draw,Euro,Euro_2024
3930172,2024-06-20,19:00:00.000,UEFA Euro,2024,Group Stage,Spain,Italy,1,0,VELTINS-Arena,Slavko Vinčić,2024-06-20 | Spain 1-0 Italy,Win,Loss,Euro,Euro_2024
3930167,2024-06-19,13:00:00.000,UEFA Euro,2024,Group Stage,Croatia,Albania,2,2,Volksparkstadion,François Letexier,2024-06-19 | Croatia 2-2 Albania,Draw,Draw,Euro,Euro_2024
3930168,2024-06-19,16:00:00.000,UEFA Euro,2024,Group Stage,Germany,Hungary,2,0,MHPArena,Danny Desmond Makkelie,2024-06-19 | Germany 2-0 Hungary,Win,Loss,Euro,Euro_2024
3930165,2024-06-17,19:00:00.000,UEFA Euro,2024,Group Stage,Austria,France,0,1,Merkur Spiel-Arena,Jesús Gil Manzano,2024-06-17 | Austria 0-1 France,Loss,Win,Euro,Euro_2024
3930164,2024-06-17,16:00:00.000,UEFA Euro,2024,Group Stage,Belgium,Slovakia,0,1,Deutsche Bank Park,Halil Umut Meler,2024-06-17 | Belgium 0-1 Slovakia,Loss,Win,Euro,Euro_2024
3930175,2024-06-22,19:00:00.000,UEFA Euro,2024,Group Stage,Belgium,Romania,2,0,RheinEnergieStadion,Szymon Marciniak,2024-06-22 | Belgium 2-0 Romania,Win,Loss,Euro,Euro_2024
3930158,2024-06-14,19:00:00.000,UEFA Euro,2024,Group Stage,Germany,Scotland,5,1,Allianz Arena,Clément Turpin,2024-06-14 | Germany 5-1 Scotland,Win,Loss,Euro,Euro_2024
