competition_name,season_name,competition_short,tournament_id,match_id,team,player,total_events,shots,passes,carries,pressures,recoveries,duels,interceptions,blocks,clearances,xg,completed_passes,pass_completion_pct
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,Mali,Sekou Koita,102,3,18,14,15,3,3,1,0,0,0.1216024634,8,44.44444444444444
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,Mali,Sikou Niakate,168,0,54,48,4,3,3,1,2,4,0.0,48,88.88888888888889
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,Mali,Yves Bissouma,106,0,28,22,16,1,5,2,0,1,0.0,26,92.85714285714286
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Aubrey Maphosa Modiba,221,1,77,60,5,14,2,2,0,1,0.008551569,64,83.11688311688312
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Evidence Makgopa,78,2,12,12,17,3,4,0,0,1,0.108033031,10,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Khuliso Johnson Mudau,180,0,58,42,16,7,0,2,1,2,0.0,47,81.03448275862068
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Mihlali Samson Mayambela,57,0,13,16,5,3,0,0,0,0,0.0,10,76.92307692307693
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Mothobi Mvala,193,0,65,49,11,1,4,2,3,5,0.0,57,87.6923076923077
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Percy Tau,170,5,39,32,20,2,4,0,2,0,1.174968565,28,71.7948717948718
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Ronwen Williams,127,0,45,28,0,7,0,0,0,0,0.0,37,82.22222222222221
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Siyanda Xulu,137,1,48,33,3,3,2,0,2,6,0.07803174,47,97.91666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Sphephelo S''Miso Sithole,199,0,58,51,21,5,2,1,2,0,0.0,52,89.65517241379311
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Teboho Mokoena,206,2,56,49,19,2,1,1,2,3,0.012993053099999999,43,76.78571428571429
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Thapelo James Morena,22,0,6,6,1,1,0,0,1,0,0.0,4,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Thapelo Maseko,126,1,20,30,23,5,1,1,0,0,0.0072868695,11,55.00000000000001
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Themba Zwane,146,0,31,38,16,3,0,0,1,0,0.0,28,90.32258064516128
African Cup of Nations,2023,AFCON,AFCON_2023,3920391,South Africa,Zakhele Lerato Lepasa,17,0,3,2,3,1,0,0,0,0,0.0,3,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Absalom Iimbondi,114,0,22,20,25,4,5,1,2,0,0.0,14,63.63636363636363
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Aprocious Petrus,115,1,29,19,21,7,2,4,4,2,0.08391661,23,79.3103448275862
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Deon Hotto Kavendji,140,2,37,26,11,10,3,1,2,0,0.2794762607,19,51.35135135135135
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Kennedy Amutenya,125,2,32,23,20,2,4,3,4,4,0.102189591,19,59.375
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Lloyd Junior Kazapua,103,0,40,22,0,14,0,0,0,0,0.0,26,65.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Lubeni Haukongo,118,0,36,29,8,2,3,1,2,4,0.0,29,80.55555555555556
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Muzeu Bethuel,35,1,3,3,11,1,2,3,2,1,0.031544887,3,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Ngero Kaanjuka Katua,34,0,6,4,10,2,1,0,1,1,0.0,4,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Peter Shalulile,157,6,19,20,22,6,8,0,5,1,1.028658547,14,73.68421052631578
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Petrus Shitembi,126,1,24,28,24,9,3,2,0,1,0.0843009,17,70.83333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Prins Menelik Tjiueza,103,0,14,15,35,1,2,0,2,1,0.0,7,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Riaan Hanamub,143,0,42,31,15,7,3,3,4,2,0.0,31,73.80952380952381
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Namibia,Ryan Nyambe,82,0,21,8,26,1,6,0,2,2,0.0,17,80.95238095238095
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Ali Maâloul,206,0,83,44,9,3,0,0,3,0,0.0,68,81.92771084337349
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Anis Ben Slimane,165,1,40,34,15,6,3,1,0,1,0.0116983615,32,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Aïssa Bilal Laïdouni,88,0,23,19,9,4,1,0,3,4,0.0,19,82.6086956521739
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Bassem Srarfi,20,0,6,5,1,1,0,0,1,0,0.0,5,83.33333333333334
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Bechir Ben Said,55,0,21,8,0,2,0,0,0,0,0.0,17,80.95238095238095
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Ellyes Joris Skhiri,124,0,40,26,12,4,2,0,1,2,0.0,32,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Haythem Jouini,110,1,22,14,14,1,0,1,1,3,0.12913181,18,81.81818181818183
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Mohamed Ali Ben Romdhane,66,0,16,10,9,1,0,0,3,0,0.0,12,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Mohamed Elias Achouri,169,0,33,36,17,6,6,0,1,1,0.0,21,63.63636363636363
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Montassar Omar Talbi,142,0,46,30,6,2,4,1,3,13,0.0,37,80.43478260869566
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Sayfallah Ltaief,21,0,6,6,1,0,0,0,0,0,0.0,4,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Taha Yassine Khenissi,25,1,3,3,5,0,1,0,0,0,0.09990318,1,33.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Wajdi Kechrida,172,1,62,35,12,1,1,1,4,8,0.033315178,52,83.87096774193549
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Yassine Meriah,154,0,49,33,8,3,1,2,0,13,0.0,42,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3920393,Tunisia,Youssef Msakni,162,5,40,35,11,3,5,1,1,0,0.596634157,29,72.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Abdessamad Ezzalzouli,92,1,12,19,13,0,1,0,1,0,0.17565307,11,91.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Achraf Hakimi Mouh,219,1,72,48,14,6,1,2,3,1,0.048041165,65,90.27777777777779
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Amine Adli,51,1,12,12,5,0,0,0,1,0,0.02970382,11,91.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Amine Harit,32,0,8,10,0,1,0,0,1,0,0.0,8,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Ayoub El Kaabi,9,0,1,1,3,0,1,0,0,0,0.0,1,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Azzedine Ounahi,191,2,50,48,7,7,1,0,4,0,0.10495861100000001,44,88.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Bilal El Khannous,38,1,12,6,5,2,0,0,0,0,0.2827726,9,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Hakim Ziyech,179,3,47,47,6,5,1,2,3,0,0.082153597,30,63.829787234042556
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Mohamed Chibi,107,0,44,21,7,4,0,1,0,1,0.0,35,79.54545454545455
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Nayef Aguerd,229,0,82,64,3,4,1,1,1,2,0.0,79,96.34146341463415
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Romain Saïss,168,1,59,42,2,3,1,0,0,6,0.40616646,52,88.13559322033898
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Selim Amallah,72,0,13,13,20,2,2,0,2,0,0.0,10,76.92307692307693
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Sofiane Boufal,33,0,10,9,1,0,0,0,0,0,0.0,7,70.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Sofyan Amrabat,204,0,64,50,20,2,4,0,1,0,0.0,62,96.875
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Yassine Bounou,75,0,30,15,0,6,0,0,0,0,0.0,24,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Morocco,Youssef En-Nesyri,73,5,4,4,21,3,5,0,1,2,1.170832026,4,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Aishi Manula,95,0,34,20,0,2,0,0,0,0,0.0,30,88.23529411764706
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Bakari Nondo Mwamnyeto,225,0,73,61,5,2,3,2,4,6,0.0,61,83.56164383561644
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Charles M'Mombwa,89,0,14,14,11,1,2,1,2,1,0.0,12,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Faisal Salum Abdalla,61,0,18,15,7,0,1,1,1,1,0.0,18,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Haji Mnoga,127,0,40,27,8,2,2,1,1,2,0.0,36,90.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Himid Mao Mkami,162,0,52,37,15,8,0,1,2,0,0.0,45,86.53846153846155
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Ibrahim Abdallah Hamad,219,0,71,53,11,8,4,0,2,8,0.0,62,87.32394366197182
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Mbwana Ally Samatta,85,0,19,18,5,1,0,0,0,0,0.0,14,73.68421052631578
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Mohamed Hussein Mohamed,146,1,49,33,7,6,2,4,3,0,0.0065039494,34,69.38775510204081
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Morice Michael Abraham,88,0,20,23,12,4,0,0,0,1,0.0,15,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Mudathiri Yahya,75,0,23,19,3,2,1,0,2,1,0.0,21,91.30434782608695
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Novatus Dismas Miroshi,143,1,36,31,20,5,3,0,2,3,0.0054229656,25,69.44444444444444
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Simon Happygod Msuva,88,0,17,13,7,0,5,0,0,0,0.0,16,94.11764705882352
African Cup of Nations,2023,AFCON,AFCON_2023,3920394,Tanzania,Tarryn Allarakhia,31,0,4,5,9,0,0,0,0,0,0.0,3,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Arthur Masuaku,218,3,72,60,5,13,3,0,2,2,0.10921816300000001,58,80.55555555555556
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Chancel Mbemba Mangulu,184,0,63,49,6,6,1,0,0,0,0.0,55,87.3015873015873
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Charles Pickel,161,2,49,45,8,5,0,0,0,1,0.082172963,49,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Cédric Bakambu,67,4,5,8,5,0,2,0,0,0,0.349248322,4,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Gaël Kakuta,119,5,27,27,8,1,2,0,0,0,0.232365133,20,74.07407407407408
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Gedeon Kalulu Kyatengwa,150,1,50,34,9,6,2,1,1,4,0.06181946,40,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Henoc Inonga Baka,201,0,67,55,8,4,2,1,1,3,0.0,62,92.53731343283582
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Lionel Mpasi-Nzau,45,0,17,10,0,3,0,0,0,0,0.0,15,88.23529411764706
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Meschak Elia,44,0,9,11,4,1,0,0,1,0,0.0,9,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Samuel Moutoussamy,171,0,59,39,12,3,0,0,1,2,0.0,54,91.52542372881356
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Silas Katompa Mvumpa,3,1,0,0,1,0,0,0,0,0,0.226081,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Simon Bokote Banza,11,1,0,2,2,0,0,0,0,0,0.1536868,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Théo Bongonda Mbul'Ofeko Batombo,168,4,47,44,7,8,2,0,0,1,0.158302701,37,78.72340425531915
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Congo DR,Yoane Wissa,132,6,34,31,6,6,3,0,0,0,1.309361915,29,85.29411764705883
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Emmanuel Justine Rabby Banda,120,0,40,26,4,4,1,0,2,1,0.0,33,82.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Fashion Sakala,148,0,21,28,28,4,4,0,3,0,0.0,16,76.19047619047619
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Frankie Musonda,189,0,65,44,8,1,1,0,6,5,0.0,56,86.15384615384616
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Kelvin Kapumbu,139,0,47,33,6,2,3,0,1,3,0.0,42,89.36170212765957
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Kings Kangwa,122,2,30,27,10,5,2,0,1,1,0.04192589,26,86.66666666666667
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Lameck Banda,25,0,2,5,3,1,0,0,0,0,0.0,1,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Larry Bwalya,11,0,2,2,3,0,1,0,0,0,0.0,2,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Lubambo Musonda,76,0,14,15,11,0,0,1,1,1,0.0,13,92.85714285714286
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Patson Daka,90,1,8,9,17,1,6,0,1,1,0.054506913,6,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Roderick Kabwe,123,0,46,21,9,2,3,0,3,3,0.0,32,69.56521739130434
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Stopilla Sunzu,162,0,53,37,3,3,5,0,3,10,0.0,50,94.33962264150944
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Tandi Mwape,101,0,40,20,2,1,2,0,4,2,0.0,30,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920395,Zambia,Tresford Lawrence Mulenga,105,0,41,11,0,3,0,0,0,0,0.0,32,78.04878048780488
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Ahmed Elsayed Ali Elsayed Hegazy,181,0,57,49,11,4,1,2,1,5,0.0,50,87.71929824561403
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Emam Ashour Metwally Abdelghany,178,2,44,35,26,7,4,2,3,3,0.101357963,36,81.81818181818183
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Hamdi Fathi,189,1,50,35,29,3,4,2,2,1,0.06777773,42,84.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mahmoud Ibrahim Hassan,71,1,17,17,6,1,1,0,2,0,0.017968886,13,76.47058823529412
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Marwan Attia Fahim Ghallab,14,0,4,2,2,0,0,1,0,1,0.0,4,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mohamed Abdelmonem,201,1,66,57,6,2,4,1,1,3,0.03833469,65,98.48484848484848
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mohamed El Sayed Mohamed El Shenawy Gomaa,44,0,16,10,0,2,0,0,0,0,0.0,15,93.75
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mohamed Hamdy Sharaf,188,0,68,45,4,3,1,3,2,4,0.0,53,77.94117647058823
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mohamed Naser Elsayed Elneny,119,0,36,30,14,3,0,0,0,0,0.0,34,94.44444444444444
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mohamed Salah,54,0,12,11,5,1,0,0,2,0,0.0,9,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mostafa Fathi,69,0,11,12,12,1,3,0,1,0,0.0,6,54.54545454545454
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Mostafa Mohamed Ahmed Abdallah,109,2,20,16,14,2,4,0,3,1,0.41154498700000003,16,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Omar Kamal Abdel Wahed,163,0,54,38,17,2,3,0,0,3,0.0,42,77.77777777777779
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Egypt,Omar Marmoush,133,4,24,33,9,4,1,2,0,1,0.566595894,19,79.16666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Alexander Djiku,114,0,28,25,10,2,3,2,2,11,0.0,25,89.28571428571429
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Antoine Semenyo,127,1,24,23,23,2,2,0,1,0,0.037763234,18,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Denis Odoi,135,0,41,28,14,1,2,0,2,7,0.0,30,73.17073170731707
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Elisha Owusu,8,0,3,2,1,0,0,0,0,0,0.0,3,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Gideon Mensah,158,0,49,35,17,5,3,0,1,6,0.0,42,85.71428571428571
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Iddrisu Baba Mohammed,50,1,12,9,7,1,4,0,1,1,0.21325044,9,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Iñaki Williams Arthuer,59,0,14,8,10,3,1,1,0,2,0.0,10,71.42857142857143
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Jordan Ayew,169,0,31,37,27,6,1,0,3,2,0.0,22,70.96774193548387
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Joseph Paintsil,11,0,3,3,1,0,0,0,0,0,0.0,1,33.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Majeed Ashimeru,90,0,22,18,17,3,3,4,1,0,0.0,20,90.9090909090909
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Mohamed Salisu,129,0,39,34,6,2,2,0,2,6,0.0,34,87.17948717948718
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Mohammed Kudus,132,4,25,37,10,2,2,0,0,0,0.174933407,21,84.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Osman Bukari,15,0,2,3,3,1,0,1,0,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Richard Ofori Antwi,56,0,21,6,1,5,0,0,0,0,0.0,12,57.14285714285714
African Cup of Nations,2023,AFCON,AFCON_2023,3920396,Ghana,Salis Abdul Samed,138,0,41,32,16,7,3,1,2,1,0.0,32,78.04878048780488
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Christian Kouamé,89,2,15,17,6,4,1,0,1,0,0.250069056,9,60.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Franck Yannick Kessié,135,0,35,35,11,5,3,1,0,0,0.0,29,82.85714285714286
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Ghislain Konan,128,0,41,33,6,3,3,2,3,2,0.0,34,82.92682926829268
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Ibrahim Sangaré,187,2,59,45,12,2,3,0,3,1,0.0134251335,49,83.05084745762711
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Jean-Philippe Krasso,56,1,8,9,7,3,1,0,0,3,0.04653696,3,37.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Jeremie Boga,67,0,20,15,4,1,2,0,0,1,0.0,14,70.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Jonathan Bamba,58,0,13,15,4,3,1,0,0,1,0.0,9,69.23076923076923
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Karim Konaté,10,0,2,2,1,1,0,0,1,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Nicolas Pépé,39,0,12,5,3,1,1,0,0,0,0.0,8,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Obite Evan Ndicka,204,3,68,51,7,0,1,0,1,2,0.176460937,65,95.58823529411765
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Oumar Diakité,66,0,16,18,5,4,1,0,2,0,0.0,11,68.75
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Ousmane Diomande,175,1,59,37,9,5,5,0,1,3,0.021223348,52,88.13559322033898
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Seko Fofana,136,5,32,35,4,4,1,0,1,1,0.0995156837,28,87.5
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Serge Aurier,121,0,44,25,6,2,6,0,1,2,0.0,34,77.27272727272727
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Wilfried Stephane Singo,62,0,21,13,3,1,2,1,0,1,0.0,17,80.95238095238095
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Côte d'Ivoire,Yahia Fofana,35,0,15,3,0,3,0,0,0,0,0.0,14,93.33333333333333
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Ademola Lookman,88,1,17,14,13,2,2,1,1,0,0.025145063,13,76.47058823529412
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Alex Iwobi,87,0,25,17,10,4,0,0,3,3,0.0,20,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Bright Osayi-Samuel,12,1,2,2,0,1,0,1,0,0,0.0672785,2,100.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Calvin Bassey Ughelumba,111,1,30,18,16,3,7,0,5,5,0.15777048,20,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Frank Onyeka,81,2,20,15,9,8,4,2,1,4,0.07837671,19,95.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Kenneth Josiah Omeruo,7,0,3,0,1,0,0,0,0,2,0.0,2,66.66666666666666
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Moses Daddy-Ajala Simon,38,0,5,4,8,0,1,1,2,0,0.0,4,80.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Oluwasemilogo Adesewo Ibidapo Ajayi,78,0,25,17,5,4,1,0,2,4,0.0,21,84.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Paul Onuachu,35,0,4,6,2,1,1,0,0,0,0.0,3,75.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Samuel Chimerenka Chukwueze,73,1,14,16,3,0,1,1,1,0,0.051203307,8,57.14285714285714
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Stanley Bobo Nwabali,78,0,31,11,0,4,0,0,0,0,0.0,21,67.74193548387096
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Temitayo Olufisayo Olaoluwa Aina,85,0,25,14,12,2,5,0,2,3,0.0,16,64.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Victor James Osimhen,101,3,13,15,8,3,3,0,1,1,0.381621934,11,84.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,William Troost-Ekong,78,1,20,15,4,2,6,1,2,5,0.7835,17,85.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920398,Nigeria,Zaidu Sanusi,113,1,34,17,12,2,6,0,0,2,0.030674087,22,64.70588235294117
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,André Onana,88,0,35,19,0,4,0,0,0,0,0.0,26,74.28571428571429
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,André-Frank Zambo Anguissa,191,0,49,48,24,2,4,2,3,2,0.0,44,89.79591836734694
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Christopher Wooh,171,0,52,43,14,4,3,0,2,4,0.0,48,92.3076923076923
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Enzo Gianni Tchato Mbiayi,111,0,36,22,14,1,0,1,4,1,0.0,28,77.77777777777779
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Faris Pemi Moumbagna,9,0,2,1,2,0,1,0,0,0,0.0,1,50.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Frank Magri,98,0,10,10,25,2,1,0,4,0,0.0,7,70.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Georges-Kévin Nkoudou Mbida,132,1,39,30,14,4,1,0,2,0,0.116315514,22,56.41025641025641
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Jean-Charles Castelletto,179,1,61,44,8,4,3,1,3,5,0.074522436,51,83.60655737704919
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Jules Olivier Ntcham,39,0,13,9,3,3,0,0,0,0,0.0,11,84.61538461538461
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Junior Tchamadeu,7,0,0,1,3,0,1,0,0,0,0.0,0,0.0
African Cup of Nations,2023,AFCON,AFCON_2023,3920400,Cameroon,Nicolas Moumi Ngamaleu,89,1,18,20,9,10,0,0,1,0,0.018601356,9,50.0
